date,cumulative_return
2023-10-03,12.773778920308477
2023-10-04,12.468529728833238
2023-10-05,12.562401525831282
2023-10-06,12.592254747491431
2023-10-09,12.450700721452753
2023-10-10,12.530641015009422
2023-10-11,12.836968239489044
2023-10-12,12.85148022224053
2023-10-13,12.88008955966489
2023-10-16,12.752715813914817
2023-10-17,12.767974127207772
2023-10-18,12.72966249274388
2023-10-19,13.128120076291415
2023-10-20,13.032755618210368
2023-10-23,12.807529645907515
2023-10-25,12.693258147441627
2023-10-26,12.608591093788782
2023-10-27,12.616634878513912
2023-10-30,12.934157061116109
2023-10-31,12.968405340409584
2023-11-01,12.900738037979856
2023-11-02,13.029355667965731
2023-11-03,13.134837051165041
2023-11-06,13.331121983580696
2023-11-07,13.405423335268216
2023-11-08,13.427149846587538
2023-11-09,13.308068662409779
2023-11-10,13.447051994361008
2023-11-12,13.447466622439602
2023-11-13,13.391574757442543
2023-11-15,13.540011609586166
2023-11-16,13.553528484948975
2023-11-17,13.579898830748819
2023-11-20,13.365204411642766
2023-11-21,13.442905713574923
2023-11-22,13.528402023384986
2023-11-23,13.271913093954648
2023-11-24,13.190563064930714
2023-11-28,13.473007712082207
2023-11-29,13.48337341404755
2023-11-30,13.93266440003309
2023-12-01,13.982751471929564
2023-12-04,14.453603118003047
2023-12-05,14.473505265776465
2023-12-06,14.279873953063928
2023-12-07,14.51463637117486
2023-12-08,14.612488597727646
2023-12-11,15.039306741852311
2023-12-12,15.358736213616126
2023-12-13,15.1525002073138
2023-12-14,15.524255742598605
2023-12-15,15.634049257815438
2023-12-18,15.535948254415448
2023-12-19,15.613483705116153
2023-12-20,15.39845758354717
2023-12-21,15.509577908615562
2023-12-22,15.533709262790879
2023-12-26,15.616137324819228
2023-12-27,16.308400364872227
2023-12-28,16.292146944190566
2023-12-29,16.41935483870918
2024-01-01,16.35467285844552
2024-01-02,15.924620615307585
2024-01-03,15.77004726760049
2024-01-04,15.60966912679277
2024-01-05,15.611659341570082
2024-01-08,15.476490587942095
2024-01-09,15.417779252010426
2024-01-10,15.213948088564017
2024-01-11,15.453188489923956
2024-01-12,15.267435110705105
2024-01-15,15.509743759846803
2024-01-16,15.534704370179295
2024-01-17,15.344058379632827
2024-01-18,15.406418442656324
2024-01-19,15.740525748403101
2024-01-20,15.580811012521202
2024-01-23,15.304834563396106
2024-01-24,15.569367277551518
2024-01-25,15.534289742100775
2024-01-29,16.039555518699093
2024-01-30,15.524753296292563
2024-01-31,15.862592254746783
2024-02-01,15.45625673770558
2024-02-02,15.748486607512323
2024-02-05,15.44638858943459
2024-02-06,15.66605854548397
2024-02-07,15.960776183762409
2024-02-08,15.581225640599644
2024-02-09,15.495148851479485
2024-02-12,15.52516792437114
2024-02-13,15.340326726925259
2024-02-14,15.233186831411519
2024-02-15,15.277137407744515
2024-02-16,15.446139812587326
2024-02-19,15.422920640185001
2024-02-20,15.550211460319332
2024-02-21,15.532714155401813
2024-02-22,15.520772866737762
2024-02-23,15.58661580562153
2024-02-26,15.469110208142489
2024-02-27,15.504021892361749
2024-02-28,15.261630317604364
2024-02-29,15.406667219503301
2024-03-01,15.809851563147053
2024-03-02,15.76150592918069
2024-03-04,15.549299278546247
2024-03-05,15.317024628906989
2024-03-06,14.989800149265253
2024-03-07,15.043038394559236
2024-03-11,15.084086574341985
2024-03-12,14.947425159630999
2024-03-13,14.911020814328742
2024-03-14,15.082510987643268
2024-03-15,14.97636619951825
2024-03-18,14.940542333526052
2024-03-19,14.678331536610864
2024-03-20,14.730242972053272
2024-03-21,14.922962102992825
2024-03-22,15.05730160046356
2024-03-26,14.922879177377123
2024-03-27,14.960610332530916
2024-03-28,15.169085330457772
2024-04-01,15.50949498299942
2024-04-02,15.648395389334937
2024-04-03,15.588274317935952
2024-04-04,15.593581557342247
2024-04-05,15.292561572268873
2024-04-08,15.359150841694241
2024-04-09,15.202255576746932
2024-04-10,15.283025126460842
2024-04-12,15.008873040881582
2024-04-15,14.766232689276986
2024-04-16,14.695828841528408
2024-04-18,14.561406418441951
2024-04-19,14.530226386930252
2024-04-22,14.864084915829839
2024-04-23,14.811510075461639
2024-04-24,15.019321668462691
2024-04-25,15.060618625092587
2024-04-26,15.089062111285461
2024-04-29,15.526163031759758
2024-04-30,15.538436022886735
2024-05-02,15.557674765734447
2024-05-03,15.280454432373492
2024-05-06,15.215109047184018
2024-05-07,15.058379633468121
2024-05-08,14.788042126212199
2024-05-09,14.666473173562748
2024-05-10,14.742101335101827
2024-05-13,14.84128037150617
2024-05-14,15.022306990628838
2024-05-15,14.945103242390985
2024-05-16,15.102661912264093
2024-05-17,15.403267269258851
2024-05-18,15.362219089476106
2024-05-21,15.235840451114704
2024-05-22,15.410730574673853
2024-05-23,15.867982419768808
2024-05-24,15.968405340408975
2024-05-27,15.959117671448023
2024-05-28,15.881830997594449
2024-05-29,15.623932332696842
2024-05-30,15.367609254498024
2024-05-31,15.444978853967342
2024-06-03,16.364706857947688
2024-06-04,15.449622688447768
2024-06-05,15.648312463719332
2024-06-06,15.67625839621784
2024-06-07,16.35326312297789
2024-06-10,16.955468944356102
2024-06-11,17.133427315697023
2024-06-12,17.31793681068003
2024-06-13,17.53188489924461
2024-06-14,17.646322248941907
2024-06-18,17.441081350028224
2024-06-19,17.23625507919316
2024-06-20,17.08309146695332
2024-06-21,16.68372170163281
2024-06-24,16.888713823699284
2024-06-25,16.988556265029434
2024-06-26,17.480968571190836
2024-06-27,18.432291234761607
2024-06-28,18.35135583381625
2024-07-01,18.744008624263184
2024-07-02,18.6599220499204
