date,cumulative_return
2023-10-03,16.16046106642342
2023-10-04,15.80039804295544
2023-10-05,15.933742433037462
2023-10-06,16.085993863504346
2023-10-09,15.991126959117523
2023-10-10,16.207065262459423
2023-10-11,16.268596069325646
2023-10-12,16.548552948005515
2023-10-13,16.791690853304473
2023-10-16,16.753545070072
2023-10-17,16.830334190231206
2023-10-18,16.892860104486118
2023-10-19,16.864997097603286
2023-10-20,16.788705531138458
2023-10-23,16.503441413052354
2023-10-25,16.56165519528972
2023-10-26,16.28866406833061
2023-10-27,16.515050999253578
2023-10-30,16.244713491997576
2023-10-31,16.23575752549956
2023-11-01,15.962932249771839
2023-11-02,16.08864748320748
2023-11-03,16.043370097022912
2023-11-06,16.057467451695764
2023-11-07,16.005224313790453
2023-11-08,16.119661663487772
2023-11-09,16.24902562401519
2023-11-10,16.229952732398964
2023-11-12,16.30060535699468
2023-11-13,16.245874450617737
2023-11-15,16.341404759930317
2023-11-16,16.388672360892286
2023-11-17,16.453354341155993
2023-11-20,16.524172816983157
2023-11-21,16.472758935235053
2023-11-22,16.40525748403674
2023-11-23,16.395306410150045
2023-11-24,16.44041794510316
2023-11-28,16.47657351355824
2023-11-29,16.578903723360057
2023-11-30,16.594659590347337
2023-12-01,16.556513807114882
2023-12-04,16.57940127705432
2023-12-05,16.782403184343448
2023-12-06,16.623020150924386
2023-12-07,16.74060867401916
2023-12-08,16.610913011028842
2023-12-11,16.48370511651025
2023-12-12,16.14636371175032
2023-12-13,16.215357824031567
2023-12-14,16.17090969400418
2023-12-15,16.06012107139862
2023-12-18,16.115183680238438
2023-12-19,15.972551621195407
2023-12-20,15.719794344472604
2023-12-21,15.60635210216396
2023-12-22,15.945352019238353
2023-12-26,16.034082428061566
2023-12-27,16.063603947258812
2023-12-28,16.03557508914457
2023-12-29,16.086491417198303
2024-01-01,16.054979683223674
2024-01-02,15.91317688033785
2024-01-03,15.713989551371931
2024-01-04,15.610498382949984
2024-01-05,15.61331785388455
2024-01-08,15.496724438178433
2024-01-09,15.62509329131716
2024-01-10,15.602039970146244
2024-01-11,15.60353263122919
2024-01-12,15.52815324653724
2024-01-15,15.729247864664739
2024-01-16,15.889460154240947
2024-01-17,15.670868231195971
2024-01-18,15.459905464797494
2024-01-19,15.647649058793682
2024-01-20,15.539596981507035
2024-01-23,15.353677751056768
2024-01-24,15.565552699228238
2024-01-25,15.38776017911875
2024-01-29,15.570859938634396
2024-01-30,15.504934074134848
2024-01-31,15.89509909611009
2024-02-01,16.64325400116018
2024-02-02,16.672277966663156
2024-02-05,16.29579567128211
2024-02-06,16.98623434778924
2024-02-07,17.136993117173066
2024-02-08,16.818890455260835
2024-02-09,16.80048096857042
2024-02-12,16.762169334106563
2024-02-13,16.902811178372225
2024-02-14,17.29007380379717
2024-02-15,17.393233269756163
2024-02-16,17.874533543410678
2024-02-19,18.04527738618371
2024-02-20,17.984078281780345
2024-02-21,18.016253420680737
2024-02-22,18.33460485944013
2024-02-23,18.13193465461386
2024-02-26,18.018160709842334
2024-02-27,18.07396964922375
2024-02-28,17.497056140640954
2024-02-29,17.721867484865196
2024-03-01,18.273488680652523
2024-03-02,18.184343643750562
2024-03-04,18.229040550625044
2024-03-05,18.35583381706505
2024-03-06,18.184094866903347
2024-03-07,18.08955966497953
2024-03-11,17.89966000497458
2024-03-12,18.08931088813236
2024-03-13,17.890704038476528
2024-03-14,17.914669541420416
2024-03-15,18.03416535367681
2024-03-18,18.298946844679374
2024-03-19,18.233850236337023
2024-03-20,18.804544323740625
2024-03-21,18.749813417363633
2024-03-22,19.4622273820373
2024-03-26,19.317688033832642
2024-03-27,19.748569533127746
2024-03-28,19.8978356414286
2024-04-01,19.846836387759126
2024-04-02,19.81839290156625
2024-04-03,19.611742267185285
2024-04-04,19.842938883820214
2024-04-05,19.601376565220022
2024-04-08,20.336926776680357
2024-04-09,20.374906708681316
2024-04-10,20.034497056139674
2024-04-12,19.344224230863972
2024-04-15,19.603449705613095
2024-04-16,19.735881913922245
2024-04-18,19.573845260800162
2024-04-19,20.081267103407363
2024-04-22,20.204909196449908
2024-04-23,20.554440666721
2024-04-24,20.467866323906517
2024-04-25,20.432125383530046
2024-04-26,20.06866240981743
2024-04-29,20.046272493572328
2024-04-30,20.257981590512415
2024-05-02,20.23783066589178
2024-05-03,19.718384609004893
2024-05-06,19.630732233185977
2024-05-07,19.505929181523364
2024-05-08,19.803632141967896
2024-05-09,19.739116012935618
2024-05-10,20.02247284186008
2024-05-13,20.019736296541264
2024-05-14,20.252508499874835
2024-05-15,20.17472427232691
2024-05-16,19.72750642673443
2024-05-17,19.96608342316862
2024-05-18,19.897503938965936
2024-05-21,19.68712165187744
2024-05-22,19.783398291731487
2024-05-23,20.452690936229374
2024-05-24,20.56140641844179
2024-05-27,20.40492578157304
2024-05-28,20.25980595405829
2024-05-29,20.210133510240414
2024-05-30,19.89393813748982
2024-05-31,19.564391740607828
2024-06-03,19.691848411973574
2024-06-04,19.194128866405986
2024-06-05,19.73571606269084
2024-06-06,20.019155817230974
2024-06-07,20.247035409236947
2024-06-10,20.092213284682707
2024-06-11,20.33452193382441
2024-06-12,20.3108052077278
2024-06-13,20.306658926941648
2024-06-14,20.30392238162278
2024-06-18,19.832490256239243
2024-06-19,19.30367360477563
2024-06-20,19.15009536445713
2024-06-21,19.236338004808747
2024-06-24,19.206318931917124
2024-06-25,19.09553030931163
2024-06-26,19.230947839786854
2024-06-27,19.19860684965503
2024-06-28,18.958288415290628
2024-07-01,19.082345136411785
2024-07-02,18.97280039804213
